cod_provincia,provincia,anio,erogacion_tipo,erogaciones,total_pesos
34,Formosa,2004,Corrientes,Otras transferencias,1992200
34,Formosa,2004,De capital,De capital,1711160
34,Formosa,2005,Total,Total,282292525
34,Formosa,2005,Corrientes,Personal,237749546
34,Formosa,2005,Corrientes,Bienes y servicios no personales,6133502
34,Formosa,2005,Corrientes,Transferencias a la educación privada,8730067
34,Formosa,2005,Corrientes,Otras transferencias,5494957
34,Formosa,2005,De capital,De capital,24184453
34,Formosa,2006,Total,Total,409819491
34,Formosa,2006,Corrientes,Personal,321494782
34,Formosa,2006,Corrientes,Bienes y servicios no personales,3896779
34,Formosa,2006,Corrientes,Transferencias a la educación privada,10651994
34,Formosa,2006,Corrientes,Otras transferencias,6976617
34,Formosa,2006,De capital,De capital,66799320
34,Formosa,2007,Total,Total,612976564
34,Formosa,2007,Corrientes,Personal,451653495
34,Formosa,2007,Corrientes,Bienes y servicios no personales,7149972
34,Formosa,2007,Corrientes,Transferencias a la educación privada,14299014
34,Formosa,2007,Corrientes,Otras transferencias,9025807
34,Formosa,2007,De capital,De capital,130848276
34,Formosa,2008,Total,Total,806169993
34,Formosa,2008,Corrientes,Personal,621385220
34,Formosa,2008,Corrientes,Bienes y servicios no personales,8956163
34,Formosa,2008,Corrientes,Transferencias a la educación privada,20074442
34,Formosa,2008,Corrientes,Otras transferencias,14667053
34,Formosa,2008,De capital,De capital,141087116
34,Formosa,2009,Total,Total,1025236598
34,Formosa,2009,Corrientes,Personal,764026291
34,Formosa,2009,Corrientes,Bienes y servicios no personales,15357164
34,Formosa,2009,Corrientes,Transferencias a la educación privada,25950439
34,Formosa,2009,Corrientes,Otras transferencias,21637387
34,Formosa,2009,De capital,De capital,198265317
34,Formosa,2010,Total,Total,1236851384
34,Formosa,2010,Corrientes,Personal,967099281
34,Formosa,2010,Corrientes,Bienes y servicios no personales,21066616
34,Formosa,2010,Corrientes,Transferencias a la educación privada,30005953
34,Formosa,2010,Corrientes,Otras transferencias,32922540
34,Formosa,2010,De capital,De capital,185756994
34,Formosa,2011,Total,Total,1608734139
34,Formosa,2011,Corrientes,Personal,1311850524
34,Formosa,2011,Corrientes,Bienes y servicios no personales,28015752
34,Formosa,2011,Corrientes,Transferencias a la educación privada,47370986
34,Formosa,2011,Corrientes,Otras transferencias,3774176
34,Formosa,2011,De capital,De capital,217722701
38,Jujuy,2003,Total,Total,227128789
38,Jujuy,2003,Corrientes,Personal,200516555
38,Jujuy,2003,Corrientes,Bienes y servicios no personales,2594881
38,Jujuy,2003,Corrientes,Transferencias a la educación privada,13758769
38,Jujuy,2003,Corrientes,Otras transferencias,9859039
38,Jujuy,2003,De capital,De capital,399545
38,Jujuy,2004,Total,Total,289176521
38,Jujuy,2004,Corrientes,Personal,265016544
38,Jujuy,2004,Corrientes,Bienes y servicios no personales,4223097
38,Jujuy,2004,Corrientes,Transferencias a la educación privada,16008345
38,Jujuy,2004,Corrientes,Otras transferencias,2234400
38,Jujuy,2004,De capital,De capital,1694135
38,Jujuy,2005,Total,Total,394877812
38,Jujuy,2005,Corrientes,Personal,352984197
38,Jujuy,2005,Corrientes,Bienes y servicios no personales,4266330
38,Jujuy,2005,Corrientes,Transferencias a la educación privada,22233258
38,Jujuy,2005,Corrientes,Otras transferencias,11473218
38,Jujuy,2005,De capital,De capital,3920809
38,Jujuy,2006,Total,Total,529160734
38,Jujuy,2006,Corrientes,Personal,466302778
38,Jujuy,2006,Corrientes,Bienes y servicios no personales,5234022
38,Jujuy,2006,Corrientes,Transferencias a la educación privada,26137134
38,Jujuy,2006,Corrientes,Otras transferencias,18524360
38,Jujuy,2006,De capital,De capital,12962440
38,Jujuy,2007,Total,Total,748342200
38,Jujuy,2007,Corrientes,Personal,646537000
38,Jujuy,2007,Corrientes,Bienes y servicios no personales,6048000
38,Jujuy,2007,Corrientes,Transferencias a la educación privada,50253000
38,Jujuy,2007,Corrientes,Otras transferencias,25014200
38,Jujuy,2007,De capital,De capital,20490000
38,Jujuy,2008,Total,Total,984518700
38,Jujuy,2008,Corrientes,Personal,832315900
38,Jujuy,2008,Corrientes,Bienes y servicios no personales,7928220
38,Jujuy,2008,Corrientes,Transferencias a la educación privada,46256760
38,Jujuy,2008,Corrientes,Otras transferencias,65738470
38,Jujuy,2008,De capital,De capital,32279350
38,Jujuy,2009,Total,Total,1167404404
38,Jujuy,2009,Corrientes,Personal,1002895980
38,Jujuy,2009,Corrientes,Bienes y servicios no personales,13782182
38,Jujuy,2009,Corrientes,Transferencias a la educación privada,68427510
38,Jujuy,2009,Corrientes,Otras transferencias,44756430
38,Jujuy,2009,De capital,De capital,37542302
38,Jujuy,2010,Total,Total,1415382192
38,Jujuy,2010,Corrientes,Personal,1228803030
38,Jujuy,2010,Corrientes,Bienes y servicios no personales,18310560
38,Jujuy,2010,Corrientes,Transferencias a la educación privada,73018720
38,Jujuy,2010,Corrientes,Otras transferencias,53935890
38,Jujuy,2010,De capital,De capital,41313992
38,Jujuy,2011,Total,Total,1914459497
38,Jujuy,2011,Corrientes,Personal,1681636510
38,Jujuy,2011,Corrientes,Bienes y servicios no personales,17010128
38,Jujuy,2011,Corrientes,Transferencias a la educación privada,153891970
38,Jujuy,2011,Corrientes,Otras transferencias,2481300
38,Jujuy,2011,De capital,De capital,59439589
42,La Pampa,2003,Total,Total,143430843
42,La Pampa,2003,Corrientes,Personal,111568077
42,La Pampa,2003,Corrientes,Bienes y servicios no personales,9433098
42,La Pampa,2003,Corrientes,Transferencias a la educación privada,16885372
42,La Pampa,2003,Corrientes,Otras transferencias,2608690
42,La Pampa,2003,De capital,De capital,2935606
42,La Pampa,2004,Total,Total,174393320
42,La Pampa,2004,Corrientes,Personal,140320163
42,La Pampa,2004,Corrientes,Bienes y servicios no personales,9476522
42,La Pampa,2004,Corrientes,Transferencias a la educación privada,20081265
42,La Pampa,2004,Corrientes,Otras transferencias,2697741
42,La Pampa,2004,De capital,De capital,1817629
42,La Pampa,2005,Total,Total,242468601
42,La Pampa,2005,Corrientes,Personal,193322801
42,La Pampa,2005,Corrientes,Bienes y servicios no personales,14992672
42,La Pampa,2005,Corrientes,Transferencias a la educación privada,27411927
42,La Pampa,2005,Corrientes,Otras transferencias,3239396
42,La Pampa,2005,De capital,De capital,3501806
42,La Pampa,2006,Total,Total,309252235
42,La Pampa,2006,Corrientes,Personal,242423034
42,La Pampa,2006,Corrientes,Bienes y servicios no personales,18861362
42,La Pampa,2006,Corrientes,Transferencias a la educación privada,36467232
42,La Pampa,2006,Corrientes,Otras transferencias,1651331
42,La Pampa,2006,De capital,De capital,9849277
42,La Pampa,2007,Total,Total,421181873
42,La Pampa,2007,Corrientes,Personal,328040715
42,La Pampa,2007,Corrientes,Bienes y servicios no personales,24045598
42,La Pampa,2007,Corrientes,Transferencias a la educación privada,47050356
42,La Pampa,2007,Corrientes,Otras transferencias,2714898
42,La Pampa,2007,De capital,De capital,19330307
42,La Pampa,2008,Total,Total,588913342
42,La Pampa,2008,Corrientes,Personal,469129692
42,La Pampa,2008,Corrientes,Bienes y servicios no personales,26896250
42,La Pampa,2008,Corrientes,Transferencias a la educación privada,61878434
42,La Pampa,2008,Corrientes,Otras transferencias,3341600
42,La Pampa,2008,De capital,De capital,27667365
42,La Pampa,2009,Total,Total,713986606
42,La Pampa,2009,Corrientes,Personal,573892700
42,La Pampa,2009,Corrientes,Bienes y servicios no personales,38214462
42,La Pampa,2009,Corrientes,Transferencias a la educación privada,68803031
42,La Pampa,2009,Corrientes,Otras transferencias,11715632
42,La Pampa,2009,De capital,De capital,21360781
42,La Pampa,2010,Total,Total,918579344
42,La Pampa,2010,Corrientes,Personal,744060303
42,La Pampa,2010,Corrientes,Bienes y servicios no personales,53876469
42,La Pampa,2010,Corrientes,Transferencias a la educación privada,89602294
42,La Pampa,2010,Corrientes,Otras transferencias,8379612
42,La Pampa,2010,De capital,De capital,22660665
42,La Pampa,2011,Total,Total,1280767196
42,La Pampa,2011,Corrientes,Personal,1019025615
42,La Pampa,2011,Corrientes,Bienes y servicios no personales,75284520
42,La Pampa,2011,Corrientes,Transferencias a la educación privada,121056621
42,La Pampa,2011,Corrientes,Otras transferencias,13044933
42,La Pampa,2011,De capital,De capital,52355508
46,La Rioja,2003,Total,Total,148133952
46,La Rioja,2003,Corrientes,Personal,135637179
46,La Rioja,2003,Corrientes,Bienes y servicios no personales,3010233
46,La Rioja,2003,Corrientes,Transferencias a la educación privada,4551262
46,La Rioja,2003,Corrientes,Otras transferencias,2818844
46,La Rioja,2003,De capital,De capital,2116434
46,La Rioja,2004,Total,Total,170569275
46,La Rioja,2004,Corrientes,Personal,153316452
46,La Rioja,2004,Corrientes,Bienes y servicios no personales,6149807
46,La Rioja,2004,Corrientes,Transferencias a la educación privada,4953964
46,La Rioja,2004,Corrientes,Otras transferencias,1774703
46,La Rioja,2004,De capital,De capital,4374349
46,La Rioja,2005,Total,Total,204485227
46,La Rioja,2005,Corrientes,Personal,182761681
46,La Rioja,2005,Corrientes,Bienes y servicios no personales,7249468
46,La Rioja,2005,Corrientes,Transferencias a la educación privada,8768491
46,La Rioja,2005,Corrientes,Otras transferencias,4378186
46,La Rioja,2005,De capital,De capital,1327402
46,La Rioja,2006,Total,Total,267823167
46,La Rioja,2006,Corrientes,Personal,224173253
46,La Rioja,2006,Corrientes,Bienes y servicios no personales,8986519
46,La Rioja,2006,Corrientes,Transferencias a la educación privada,9497801
46,La Rioja,2006,Corrientes,Otras transferencias,2799954
46,La Rioja,2006,De capital,De capital,22365640
46,La Rioja,2007,Total,Total,349624230
46,La Rioja,2007,Corrientes,Personal,311001359
46,La Rioja,2007,Corrientes,Bienes y servicios no personales,8446564
46,La Rioja,2007,Corrientes,Transferencias a la educación privada,14008769
46,La Rioja,2007,Corrientes,Otras transferencias,2254653
46,La Rioja,2007,De capital,De capital,13912886
46,La Rioja,2008,Total,Total,482780883
46,La Rioja,2008,Corrientes,Personal,430410967
46,La Rioja,2008,Corrientes,Bienes y servicios no personales,12355495
46,La Rioja,2008,Corrientes,Transferencias a la educación privada,15140822
46,La Rioja,2008,Corrientes,Otras transferencias,10841742
46,La Rioja,2008,De capital,De capital,14031857
46,La Rioja,2009,Total,Total,668652547
46,La Rioja,2009,Corrientes,Personal,566989383
46,La Rioja,2009,Corrientes,Bienes y servicios no personales,17211192
46,La Rioja,2009,Corrientes,Transferencias a la educación privada,21304675
46,La Rioja,2009,Corrientes,Otras transferencias,16833796
46,La Rioja,2009,De capital,De capital,46313502
46,La Rioja,2010,Total,Total,816262046
46,La Rioja,2010,Corrientes,Personal,699007805
46,La Rioja,2010,Corrientes,Bienes y servicios no personales,20179487
46,La Rioja,2010,Corrientes,Transferencias a la educación privada,34304981
46,La Rioja,2010,Corrientes,Otras transferencias,1743443
46,La Rioja,2010,De capital,De capital,61026331
46,La Rioja,2011,Total,Total,1042551885
46,La Rioja,2011,Corrientes,Personal,936394306
46,La Rioja,2011,Corrientes,Bienes y servicios no personales,34682779
46,La Rioja,2011,Corrientes,Transferencias a la educación privada,37823879
46,La Rioja,2011,Corrientes,Otras transferencias,2056142
46,La Rioja,2011,De capital,De capital,31594780
50,Mendoza,2003,Total,Total,485696934
50,Mendoza,2003,Corrientes,Personal,385901924
50,Mendoza,2003,Corrientes,Bienes y servicios no personales,21250399
50,Mendoza,2003,Corrientes,Transferencias a la educación privada,53211208
50,Mendoza,2003,Corrientes,Otras transferencias,22027110
50,Mendoza,2003,De capital,De capital,3306292
50,Mendoza,2004,Total,Total,671644494
50,Mendoza,2004,Corrientes,Personal,562592992
50,Mendoza,2004,Corrientes,Bienes y servicios no personales,24040095
50,Mendoza,2004,Corrientes,Transferencias a la educación privada,64856979
50,Mendoza,2004,Corrientes,Otras transferencias,16672281
50,Mendoza,2004,De capital,De capital,3482147
50,Mendoza,2005,Total,Total,795027055
50,Mendoza,2005,Corrientes,Personal,649200741
50,Mendoza,2005,Corrientes,Bienes y servicios no personales,25835394
50,Mendoza,2005,Corrientes,Transferencias a la educación privada,99295470
50,Mendoza,2005,Corrientes,Otras transferencias,15816452
50,Mendoza,2005,De capital,De capital,4878998
50,Mendoza,2006,Total,Total,1027920547
50,Mendoza,2006,Corrientes,Personal,816562361
50,Mendoza,2006,Corrientes,Bienes y servicios no personales,25492538
50,Mendoza,2006,Corrientes,Transferencias a la educación privada,131966836
50,Mendoza,2006,Corrientes,Otras transferencias,9926415
50,Mendoza,2006,De capital,De capital,43972399
50,Mendoza,2007,Total,Total,1374037274
50,Mendoza,2007,Corrientes,Personal,1102283469
50,Mendoza,2007,Corrientes,Bienes y servicios no personales,45823218
50,Mendoza,2007,Corrientes,Transferencias a la educación privada,126527036
50,Mendoza,2007,Corrientes,Otras transferencias,41286703
50,Mendoza,2007,De capital,De capital,58116849
50,Mendoza,2008,Total,Total,1820417520
50,Mendoza,2008,Corrientes,Personal,1440118945
50,Mendoza,2008,Corrientes,Bienes y servicios no personales,54216502
50,Mendoza,2008,Corrientes,Transferencias a la educación privada,165235971
50,Mendoza,2008,Corrientes,Otras transferencias,75690967
50,Mendoza,2008,De capital,De capital,85155135
50,Mendoza,2009,Total,Total,2221605860
50,Mendoza,2009,Corrientes,Personal,1791439042
50,Mendoza,2009,Corrientes,Bienes y servicios no personales,81763267
50,Mendoza,2009,Corrientes,Transferencias a la educación privada,198963037
50,Mendoza,2009,Corrientes,Otras transferencias,60170868
50,Mendoza,2009,De capital,De capital,89269646
50,Mendoza,2010,Total,Total,2653948081
50,Mendoza,2010,Corrientes,Personal,2151074873
50,Mendoza,2010,Corrientes,Bienes y servicios no personales,123272205
50,Mendoza,2010,Corrientes,Transferencias a la educación privada,247340331
50,Mendoza,2010,Corrientes,Otras transferencias,38597869
50,Mendoza,2010,De capital,De capital,93662802
50,Mendoza,2011,Total,Total,3949652520
50,Mendoza,2011,Corrientes,Personal,3147525950
50,Mendoza,2011,Corrientes,Bienes y servicios no personales,149043374
50,Mendoza,2011,Corrientes,Transferencias a la educación privada,374071456
50,Mendoza,2011,Corrientes,Otras transferencias,72310070
50,Mendoza,2011,De capital,De capital,206701670
54,Misiones,2003,Total,Total,244276151
54,Misiones,2003,Corrientes,Personal,189829034
54,Misiones,2003,Corrientes,Bienes y servicios no personales,5657076
54,Misiones,2003,Corrientes,Transferencias a la educación privada,39620386
54,Misiones,2003,Corrientes,Otras transferencias,6602285
54,Misiones,2003,De capital,De capital,2567370
54,Misiones,2004,Total,Total,288779135
54,Misiones,2004,Corrientes,Personal,225653068
54,Misiones,2004,Corrientes,Bienes y servicios no personales,3675636
54,Misiones,2004,Corrientes,Transferencias a la educación privada,46952906
54,Misiones,2004,Corrientes,Otras transferencias,9262558
54,Misiones,2004,De capital,De capital,3234967
54,Misiones,2005,Total,Total,393057895
54,Misiones,2005,Corrientes,Personal,304904908
54,Misiones,2005,Corrientes,Bienes y servicios no personales,4652823
54,Misiones,2005,Corrientes,Transferencias a la educación privada,63308293
54,Misiones,2005,Corrientes,Otras transferencias,15637082
54,Misiones,2005,De capital,De capital,4554789
54,Misiones,2006,Total,Total,531205944
54,Misiones,2006,Corrientes,Personal,404118157
54,Misiones,2006,Corrientes,Bienes y servicios no personales,11351196
54,Misiones,2006,Corrientes,Transferencias a la educación privada,83723848
54,Misiones,2006,Corrientes,Otras transferencias,21318612
54,Misiones,2006,De capital,De capital,10694131
54,Misiones,2007,Total,Total,803828895
54,Misiones,2007,Corrientes,Personal,563981840
54,Misiones,2007,Corrientes,Bienes y servicios no personales,13720851
54,Misiones,2007,Corrientes,Transferencias a la educación privada,114640657
54,Misiones,2007,Corrientes,Otras transferencias,25053409
54,Misiones,2007,De capital,De capital,86432138
54,Misiones,2008,Total,Total,1038425762
54,Misiones,2008,Corrientes,Personal,763204905
54,Misiones,2008,Corrientes,Bienes y servicios no personales,14776517
54,Misiones,2008,Corrientes,Transferencias a la educación privada,151592974
54,Misiones,2008,Corrientes,Otras transferencias,36772092
54,Misiones,2008,De capital,De capital,72079273
54,Misiones,2009,Total,Total,1278910493
54,Misiones,2009,Corrientes,Personal,923598120
54,Misiones,2009,Corrientes,Bienes y servicios no personales,23660998
54,Misiones,2009,Corrientes,Transferencias a la educación privada,187938902
54,Misiones,2009,Corrientes,Otras transferencias,43842987
54,Misiones,2009,De capital,De capital,99869486
54,Misiones,2010,Total,Total,1723574591
54,Misiones,2010,Corrientes,Personal,1242095744
54,Misiones,2010,Corrientes,Bienes y servicios no personales,35117335
54,Misiones,2010,Corrientes,Transferencias a la educación privada,240085991
54,Misiones,2010,Corrientes,Otras transferencias,54588182
54,Misiones,2010,De capital,De capital,151687339
54,Misiones,2011,Total,Total,2427154009
54,Misiones,2011,Corrientes,Personal,1755570062
54,Misiones,2011,Corrientes,Bienes y servicios no personales,47188538
54,Misiones,2011,Corrientes,Transferencias a la educación privada,343600944
54,Misiones,2011,Corrientes,Otras transferencias,66821320
54,Misiones,2011,De capital,De capital,213973145
58,Neuquén,2003,Total,Total,393816841
58,Neuquén,2003,Corrientes,Personal,324440715
58,Neuquén,2003,Corrientes,Bienes y servicios no personales,37454885
58,Neuquén,2003,Corrientes,Transferencias a la educación privada,20595743
58,Neuquén,2003,Corrientes,Otras transferencias,7919512
58,Neuquén,2003,De capital,De capital,3405987
58,Neuquén,2004,Total,Total,436360946
58,Neuquén,2004,Corrientes,Personal,357014595
58,Neuquén,2004,Corrientes,Bienes y servicios no personales,42491924
58,Neuquén,2004,Corrientes,Transferencias a la educación privada,23058178
58,Neuquén,2004,Corrientes,Otras transferencias,9988541
58,Neuquén,2004,De capital,De capital,3807709
58,Neuquén,2005,Total,Total,608894272
58,Neuquén,2005,Corrientes,Personal,436423044
58,Neuquén,2005,Corrientes,Bienes y servicios no personales,91300294
58,Neuquén,2005,Corrientes,Transferencias a la educación privada,28649077
58,Neuquén,2005,Corrientes,Otras transferencias,12326456
58,Neuquén,2005,De capital,De capital,40195401
58,Neuquén,2006,Total,Total,756724308
58,Neuquén,2006,Corrientes,Personal,563450531
58,Neuquén,2006,Corrientes,Bienes y servicios no personales,88079524
58,Neuquén,2006,Corrientes,Transferencias a la educación privada,36271476
58,Neuquén,2006,Corrientes,Otras transferencias,11631922
58,Neuquén,2006,De capital,De capital,57290854
58,Neuquén,2007,Total,Total,995140340
58,Neuquén,2007,Corrientes,Personal,775938263
58,Neuquén,2007,Corrientes,Bienes y servicios no personales,112793007
58,Neuquén,2007,Corrientes,Transferencias a la educación privada,48491753
58,Neuquén,2007,Corrientes,Otras transferencias,11865693
58,Neuquén,2007,De capital,De capital,46051624
58,Neuquén,2008,Total,Total,1435322524
58,Neuquén,2008,Corrientes,Personal,1210196158
58,Neuquén,2008,Corrientes,Bienes y servicios no personales,102576046
58,Neuquén,2008,Corrientes,Transferencias a la educación privada,72544841
58,Neuquén,2008,Corrientes,Otras transferencias,17554006
58,Neuquén,2008,De capital,De capital,32451472
58,Neuquén,2009,Total,Total,1660913755
58,Neuquén,2009,Corrientes,Personal,1458915800
58,Neuquén,2009,Corrientes,Bienes y servicios no personales,92765403
58,Neuquén,2009,Corrientes,Transferencias a la educación privada,84996088
58,Neuquén,2009,Corrientes,Otras transferencias,10572622
58,Neuquén,2009,De capital,De capital,13663842
58,Neuquén,2010,Total,Total,1887925016
58,Neuquén,2010,Corrientes,Personal,1639803682
58,Neuquén,2010,Corrientes,Bienes y servicios no personales,133372366
58,Neuquén,2010,Corrientes,Transferencias a la educación privada,92200276
58,Neuquén,2010,Corrientes,Otras transferencias,8887397
58,Neuquén,2010,De capital,De capital,13661296
58,Neuquén,2011,Total,Total,2467394957
58,Neuquén,2011,Corrientes,Personal,2143198714
58,Neuquén,2011,Corrientes,Bienes y servicios no personales,167954330
58,Neuquén,2011,Corrientes,Transferencias a la educación privada,122737472
58,Neuquén,2011,Corrientes,Otras transferencias,8055320
58,Neuquén,2011,De capital,De capital,25449121
62,Río Negro,2003,Total,Total,222720361
62,Río Negro,2003,Corrientes,Personal,169895937
62,Río Negro,2003,Corrientes,Bienes y servicios no personales,21807668
62,Río Negro,2003,Corrientes,Transferencias a la educación privada,15097203
62,Río Negro,2003,Corrientes,Otras transferencias,2986733
62,Río Negro,2003,De capital,De capital,12932820
62,Río Negro,2004,Total,Total,271500019
62,Río Negro,2004,Corrientes,Personal,222854461
62,Río Negro,2004,Corrientes,Bienes y servicios no personales,18540557
62,Río Negro,2004,Corrientes,Transferencias a la educación privada,18744853
62,Río Negro,2004,Corrientes,Otras transferencias,5725085
62,Río Negro,2004,De capital,De capital,5635063
62,Río Negro,2005,Total,Total,398364307
62,Río Negro,2005,Corrientes,Personal,334207943
62,Río Negro,2005,Corrientes,Bienes y servicios no personales,26827524
62,Río Negro,2005,Corrientes,Transferencias a la educación privada,27520130
62,Río Negro,2005,Corrientes,Otras transferencias,6730621
62,Río Negro,2005,De capital,De capital,3078088
62,Río Negro,2006,Total,Total,570986253
62,Río Negro,2006,Corrientes,Personal,444000762
62,Río Negro,2006,Corrientes,Bienes y servicios no personales,45560537
62,Río Negro,2006,Corrientes,Transferencias a la educación privada,36508595
62,Río Negro,2006,Corrientes,Otras transferencias,9251497
62,Río Negro,2006,De capital,De capital,35664861
62,Río Negro,2007,Total,Total,697243249
62,Río Negro,2007,Corrientes,Personal,570416484
62,Río Negro,2007,Corrientes,Bienes y servicios no personales,39530503
62,Río Negro,2007,Corrientes,Transferencias a la educación privada,50891018
62,Río Negro,2007,Corrientes,Otras transferencias,8258286
62,Río Negro,2007,De capital,De capital,28146958
62,Río Negro,2008,Total,Total,930935949
62,Río Negro,2008,Corrientes,Personal,737615781
62,Río Negro,2008,Corrientes,Bienes y servicios no personales,61523481
62,Río Negro,2008,Corrientes,Transferencias a la educación privada,66084042
62,Río Negro,2008,Corrientes,Otras transferencias,12326398
62,Río Negro,2008,De capital,De capital,53386247
62,Río Negro,2009,Total,Total,1108418675
62,Río Negro,2009,Corrientes,Personal,878407444
62,Río Negro,2009,Corrientes,Bienes y servicios no personales,83255799
62,Río Negro,2009,Corrientes,Transferencias a la educación privada,70228087
62,Río Negro,2009,Corrientes,Otras transferencias,27669820
62,Río Negro,2009,De capital,De capital,48857526
62,Río Negro,2010,Total,Total,1382241718
62,Río Negro,2010,Corrientes,Personal,1065608325
62,Río Negro,2010,Corrientes,Bienes y servicios no personales,133215707
62,Río Negro,2010,Corrientes,Transferencias a la educación privada,85241968
62,Río Negro,2010,Corrientes,Otras transferencias,58720226
62,Río Negro,2010,De capital,De capital,39455493
62,Río Negro,2011,Total,Total,1966639620
62,Río Negro,2011,Corrientes,Personal,1592229536
62,Río Negro,2011,Corrientes,Bienes y servicios no personales,127901697
62,Río Negro,2011,Corrientes,Transferencias a la educación privada,113984754
62,Río Negro,2011,Corrientes,Otras transferencias,68011227
62,Río Negro,2011,De capital,De capital,64512405
66,Salta,2003,Total,Total,228592743
66,Salta,2003,Corrientes,Personal,195814303
66,Salta,2003,Corrientes,Bienes y servicios no personales,8109291
66,Salta,2003,Corrientes,Transferencias a la educación privada,16140345
66,Salta,2003,Corrientes,Otras transferencias,5105055
66,Salta,2003,De capital,De capital,3423751
66,Salta,2004,Total,Total,281240342
66,Salta,2004,Corrientes,Personal,243153417
66,Salta,2004,Corrientes,Bienes y servicios no personales,8039728
66,Salta,2004,Corrientes,Transferencias a la educación privada,16430584
66,Salta,2004,Corrientes,Otras transferencias,8835095
66,Salta,2004,De capital,De capital,4781519
66,Salta,2005,Total,Total,411259194
66,Salta,2005,Corrientes,Personal,349173757
66,Salta,2005,Corrientes,Bienes y servicios no personales,10737832
66,Salta,2005,Corrientes,Transferencias a la educación privada,27626832
66,Salta,2005,Corrientes,Otras transferencias,11428908
66,Salta,2005,De capital,De capital,12291865
66,Salta,2006,Total,Total,524903388
66,Salta,2006,Corrientes,Personal,423868122
66,Salta,2006,Corrientes,Bienes y servicios no personales,13347632
66,Salta,2006,Corrientes,Transferencias a la educación privada,32421907
66,Salta,2006,Corrientes,Otras transferencias,20489183
66,Salta,2006,De capital,De capital,34776544
66,Salta,2007,Total,Total,709319793
66,Salta,2007,Corrientes,Personal,560542986
66,Salta,2007,Corrientes,Bienes y servicios no personales,22829092
66,Salta,2007,Corrientes,Transferencias a la educación privada,49133141
66,Salta,2007,Corrientes,Otras transferencias,19214535
66,Salta,2007,De capital,De capital,57600040
66,Salta,2008,Total,Total,955811908
66,Salta,2008,Corrientes,Personal,784133726
66,Salta,2008,Corrientes,Bienes y servicios no personales,27042628
66,Salta,2008,Corrientes,Transferencias a la educación privada,83210184
66,Salta,2008,Corrientes,Otras transferencias,23189478
66,Salta,2008,De capital,De capital,38235893
66,Salta,2009,Total,Total,1199095829
66,Salta,2009,Corrientes,Personal,958237262
66,Salta,2009,Corrientes,Bienes y servicios no personales,41843460
66,Salta,2009,Corrientes,Transferencias a la educación privada,94695014
66,Salta,2009,Corrientes,Otras transferencias,38910762
66,Salta,2009,De capital,De capital,65409331
66,Salta,2010,Total,Total,1413364325
66,Salta,2010,Corrientes,Personal,1163592437
66,Salta,2010,Corrientes,Bienes y servicios no personales,54462412
66,Salta,2010,Corrientes,Transferencias a la educación privada,130730890
